id,medicineName,dose,volumeUnit,pvp,reImbursementRate
302,Amlodipina toLife 5 mg Comprimidos,5 mg,Blister - 90 unidade(s),13,0%
303,Amlodipina Zentiva,10 mg,Blister - 60 unidade(s),4.52,69%
304,Amlodipina Zentiva,5 mg,Blister - 60 unidade(s),3.37,69%
305,Amorolfina Ciclum,50 mg/ml,Frasco - 1 unidade(s) - 5 ml,18,0%
306,Amorolfina Zentiva,50 mg/ml,Frasco - 1 unidade(s) - 5 ml,16.63,37%
307,Amoxicilina + Ácido Clavulânico Alter,875 mg + 125 mg,Blister - 16 unidade(s),4.83,69%
308,Amoxicilina + Ácido clavulânico Aurobindo,500 mg + 125 mg,Blister - 16 unidade(s),3.85,69%
309,Amoxicilina + Ácido clavulânico Aurobindo,875 mg + 125 mg,Blister - 16 unidade(s),5.95,69%
310,Amoxicilina + Ácido Clavulânico Aurovitas,500 mg + 125 mg,Blister - 16 unidade(s),3.15,69%
311,Amoxicilina + Ácido Clavulânico Aurovitas,875 mg + 125 mg,Blister - 16 unidade(s),5.09,69%
312,Amoxicilina + Ácido Clavulânico Basi,250 mg/5 ml + 62.5 mg/5 ml,Frasco - 1 unidade(s) - 100 ml,4.05,69%
313,Amoxicilina + Ácido Clavulânico Basi,875 mg + 125 mg,Blister - 16 unidade(s),5,69%
314,Amoxicilina + Ácido clavulânico Ciclum,875 mg + 125 mg,Blister - 16 unidade(s),5.95,69%
315,Amoxicilina + Ácido Clavulânico Cinfa 875 mg + 125 mg Comprimidos,875 mg + 125 mg,Blister - 16 unidade(s),5.95,69%
316,Amoxicilina + Ácido Clavulânico Generis 50 mg/ml + 12.5 mg/ml Pó Suspensão Oral,250 mg/5 ml + 62.5 mg/5 ml,Frasco - 1 unidade(s) - 75 ml,4.1,0%
317,Amoxicilina + Ácido Clavulânico Generis 500 mg + 125 mg Comprimidos Revestidos,500 mg + 125 mg,Blister - 16 unidade(s),3.85,69%
318,Amoxicilina + Ácido Clavulânico Generis 80 mg/ml + 11.4mg/ml Pó Suspensão Oral,400 mg/5 ml + 57 mg/5 ml,Frasco - 1 unidade(s) - 100 ml,5.89,69%
319,Amoxicilina + Ácido Clavulânico Generis 875 mg + 125 mg Comprimidos Revestidos,875 mg + 125 mg,Blister - 16 unidade(s),5.95,69%
320,Amoxicilina + Ácido Clavulânico Jaba,875 mg + 125 mg,Blister - 16 unidade(s),4.35,69%
321,Amoxicilina + Ácido clavulânico Labesfal,875 mg + 125 mg,Blister - 16 unidade(s),5.95,69%
322,Amoxicilina + Ácido Clavulânico Mepha,875 mg + 125 mg,Blister - 16 unidade(s),5.95,69%
323,Amoxicilina + Ácido Clavulânico Mepha,400 mg/5 ml + 57 mg/5 ml,Frasco - 1 unidade(s) - 100 ml,6.16,69%
324,Amoxicilina + Ácido clavulânico Mylan,875 mg + 125 mg,Blister - 16 unidade(s),5.95,69%
325,Amoxicilina + Ácido Clavulânico Pharmakern,875 mg + 125 mg,Blister - 16 unidade(s),5.95,69%
326,Amoxicilina + Ácido clavulânico Ratiopharm 875 mg e 125mg comprimidos revestidos,875 mg + 125 mg,Blister - 16 unidade(s),5.95,69%
327,Amoxicilina + Ácido Clavulânico Sandoz,400 mg/5 ml + 57 mg/5 ml,Frasco - 1 unidade(s) - 100 ml,4.82,69%
328,"Amoxicilina + Ácido Clavulânico Sandoz 125 mg + 31,25 mg/5 ml Pó para susp. oral",125 mg/5 ml + 31.25 mg/5 ml,Frasco - 1 unidade(s) - 100 ml,3.18,69%
329,"Amoxicilina + Ácido Clavulânico Sandoz 250 mg + 62,5 mg/5 ml Pó para susp. oral",250 mg/5 ml + 62.5 mg/5 ml,Frasco - 1 unidade(s) - 100 ml,4.22,69%
330,Amoxicilina + Ácido Clavulânico Sandoz 500 mg + 125 mg Comprimidos revestidos,500 mg + 125 mg,Blister - 16 unidade(s),3.85,69%
331,Amoxicilina + Ácido Clavulânico Sandoz 875 mg + 125 mg Comprimidos revestidos,875 mg + 125 mg,Blister - 16 unidade(s),5.95,69%
332,Amoxicilina + Ácido clavulânico Tolife,875 mg + 125 mg,Blister - 16 unidade(s),4.58,69%
333,Amoxicilina + Ácido clavulânico toLife,600 mg/5 ml + 42.9 mg/5 ml,Frasco - 1 unidade(s) - 100 ml,8.09,69%
334,"Amoxicilina + Ácido Clavulânico-Ratiopharm 125 mg e 31,25mg/5 ml, Suspensão Oral",125 mg/5 ml + 31.25 mg/5 ml,Frasco - 1 unidade(s) - 75 ml,3.05,69%
335,"Amoxicilina + Ácido Clavulânico-Ratiopharm 250 mg e 62,5 mg/5 ml, Suspensão Oral",250 mg/5 ml + 62.5 mg/5 ml,Frasco - 1 unidade(s) - 75 ml,4.1,69%
336,Amoxicilina Cinfa,500 mg,Blister - 16 unidade(s),3.48,69%
337,Amoxicilina Generis,1000 mg,Blister - 16 unidade(s),3.85,69%
338,Amoxicilina Generis,500 mg/5 ml,Frasco - 1 unidade(s) - 100 ml,3.72,69%
339,Amoxicilina Generis,250 mg/5 ml,Frasco - 1 unidade(s) - 100 ml,2.53,69%
340,Amoxicilina Generis 500 mg Cápsulas,500 mg,Blister - 16 unidade(s),2.54,69%
341,Amoxicilina Sandoz,1000 mg,Blister - 16 unidade(s),3.85,69%
342,Amoxicilina Sandoz 250 mg/5 ml Pó para suspensão oral,250 mg/5 ml,Frasco - 1 unidade(s) - 100 ml,2.57,69%
343,Amoxicilina Sandoz 500 mg/5 ml Pó para suspensão oral,500 mg/5 ml,Frasco - 1 unidade(s) - 100 ml,3.79,69%
344,Amoxicilina toLife,500 mg,Blister - 16 unidade(s),2.41,69%
345,Amoxicilina toLife,1000 mg,Blister - 16 unidade(s),3.65,69%
346,Anastrozol Accord,1 mg,Blister - 30 unidade(s),34.36,37%
347,Anastrozol Accord,1 mg,Blister - 28 unidade(s),36.04,0%
348,Anastrozol Azevedos,1 mg,Blister - 30 unidade(s),38.08,37%
349,Anastrozol Farmoz,1 mg,Blister - 30 unidade(s),38.08,37%
350,Anastrozol Generis,1 mg,Blister - 30 unidade(s),38.08,37%
351,Anastrozol Germed,1 mg,Blister - 30 unidade(s),35.08,37%
352,Anastrozol Mylan,1 mg,Blister - 10 unidade(s),12.91,37%
353,Anastrozol PLS,1 mg,Blister - 30 unidade(s),34.95,37%
354,Anastrozol Teva,1 mg,Blister - 28 unidade(s),35.54,37%
355,Anastrozol Teva,1 mg,Blister - 14 unidade(s),18.52,37%
356,Aranka,3 mg + 0.03 mg,Blister - 63 unidade(s),8.22,69%
357,Aranka,3 mg + 0.03 mg,Blister - 21 unidade(s),3.97,69%
358,Arankelle,3 mg + 0.02 mg,Blister - 63 unidade(s),11.45,69%
359,Arankelle,3 mg + 0.02 mg,Blister - 21 unidade(s),4.68,69%
360,Aripiprazol Altedron,10 mg,Blister - 28 unidade(s),29.92,90%
361,Aripiprazol Altedron,5 mg,Blister - 28 unidade(s),37.4,90%
362,Aripiprazol Altedron,15 mg,Blister - 28 unidade(s),32.33,90%
363,Aripiprazol Alter,10 mg,Blister - 28 unidade(s),26.96,90%
364,Aripiprazol Alter,15 mg,Blister - 28 unidade(s),27.71,90%
365,Aripiprazol Alter,5 mg,Blister - 28 unidade(s),37.41,90%
366,Aripiprazol Ciclum,1 mg/ml,Frasco - 1 unidade(s) - 150 ml,12.45,90%
367,Aripiprazol Ciclum,15 mg,Blister - 28 unidade(s),23.75,90%
368,Aripiprazol Ciclum,15 mg,Blister - 14 unidade(s),13.14,90%
369,Aripiprazol Ciclum,10 mg,Blister - 14 unidade(s),12.18,90%
370,Aripiprazol Cinfa,15 mg,Blister - 28 unidade(s),29.17,90%
371,Aripiprazol Cinfa,5 mg,Blister - 28 unidade(s),37.41,90%
372,Aripiprazol Cinfa,5 mg,Blister - 14 unidade(s),20.14,90%
373,Aripiprazol Cinfa,10 mg,Blister - 28 unidade(s),26.99,90%
374,Aripiprazol Farmoz,10 mg,Blister - 14 unidade(s),25.07,90%
375,Aripiprazol Farmoz,10 mg,Blister - 28 unidade(s),23.13,90%
376,Aripiprazol Farmoz,15 mg,Blister - 28 unidade(s),24.57,90%
377,Aripiprazol Farmoz,15 mg,Blister - 14 unidade(s),26.96,90%
378,Aripiprazol Farmoz,1 mg/ml,Frasco - 1 unidade(s) - 150 ml,26.22,90%
379,Aripiprazol Generis,10 mg,Blister - 28 unidade(s),36.75,90%
380,Aripiprazol Generis,15 mg,Blister - 28 unidade(s),39.72,90%
381,Aripiprazol Jaba,15 mg,Blister - 28 unidade(s),25.95,90%
382,Aripiprazol Jaba,10 mg,Blister - 28 unidade(s),25.62,90%
383,Aripiprazol Jaba,10 mg,Blister - 14 unidade(s),13.5,90%
384,Aripiprazol Krka,10 mg,Blister - 28 unidade(s),23.13,90%
385,Aripiprazol Krka,15 mg,Blister - 14 unidade(s),27.03,90%
386,Aripiprazol Krka,15 mg,Blister - 28 unidade(s),25,90%
387,Aripiprazol Mylan Pharma,15 mg,Blister - 28 unidade(s),25,90%
388,Aripiprazol Mylan Pharma,15 mg,Blister - 14 unidade(s),13.84,90%
389,Aripiprazol Mylan Pharma,10 mg,Blister - 14 unidade(s),12.83,90%
390,Aripiprazol Mylan Pharma,10 mg,Blister - 28 unidade(s),23.13,90%
391,Aripiprazol Mylan Pharma,1 mg/ml,Frasco - 1 unidade(s) - 150 ml,13.11,90%
392,Aripiprazol Pentafarma,1 mg/ml,Frasco - 1 unidade(s) - 150 ml,26.22,90%
393,Aripiprazol Pentafarma,15 mg,Blister - 28 unidade(s),26.96,90%
394,Aripiprazol Pentafarma,10 mg,Blister - 28 unidade(s),26.96,90%
395,Aripiprazol Pharmakern,10 mg,Blister - 28 unidade(s),25.64,90%
396,Aripiprazol Pharmakern,15 mg,Blister - 28 unidade(s),27.71,90%
397,Aripiprazol Ratiopharm,10 mg,Blister - 14 unidade(s),17.48,90%
398,Aripiprazol Ratiopharm,10 mg,Blister - 28 unidade(s),33.07,90%
399,Aripiprazol Ratiopharm,15 mg,Blister - 28 unidade(s),35.57,90%
400,Aripiprazol Ratiopharm,15 mg,Blister - 14 unidade(s),18.85,90%
401,Aripiprazol Tetrafarma,1 mg/ml,Frasco - 1 unidade(s) - 150 ml,26.22,90%
402,Aripiprazol Teva,15 mg,Blister - 28 unidade(s),25.95,90%
403,Aripiprazol Teva,10 mg,Blister - 28 unidade(s),25.64,90%
404,Aripiprazol Tolife,1 mg/ml,Frasco - 1 unidade(s) - 150 ml,26.22,90%
405,Aripiprazol Tolife,15 mg,Blister - 28 unidade(s),29.17,90%
406,Atenolol Alter 100 mg comprimidos,100 mg,Blister - 60 unidade(s),6.53,69%
407,Atenolol Alter 50 mg comprimidos,50 mg,Blister - 60 unidade(s),4.05,69%
408,Atenolol Azevedos,50 mg,Blister - 56 unidade(s),3.85,69%
409,Atenolol Bluepharma,50 mg,Blister - 60 unidade(s),4.05,69%
410,Atenolol Bluepharma,50 mg,Blister - 10 unidade(s),1.92,69%
411,Atenolol Bluepharma,100 mg,Blister - 60 unidade(s),8.02,69%
412,Atenolol Cinfa 100 mg Comprimidos,100 mg,Blister - 60 unidade(s),6.99,69%
413,Atenolol Cinfa 50 mg Comprimidos,50 mg,Blister - 60 unidade(s),4.05,69%
414,Atenolol Generis 100 mg Comprimidos Revestidos,100 mg,Blister - 60 unidade(s),6.64,69%
415,Atenolol Generis 50 mg Comprimidos Revestidos,50 mg,Blister - 20 unidade(s),2.86,69%
416,Atenolol Generis 50 mg Comprimidos Revestidos,50 mg,Blister - 60 unidade(s),3.94,69%
417,Atenolol Mylan,50 mg,Blister - 60 unidade(s),4.05,69%
418,Atenolol Mylan,50 mg,Blister - 10 unidade(s),1.92,69%
419,Atenolol Mylan,100 mg,Blister - 30 unidade(s),3.32,69%
420,Atenolol Ratiopharm 100 mg Comprimidos Revestidos,100 mg,Blister - 60 unidade(s),6.62,69%
421,Atenolol Ratiopharm 50 mg Comprimidos Revestidos,50 mg,Blister - 10 unidade(s),1.92,69%
422,Atenolol Ratiopharm 50 mg Comprimidos Revestidos,50 mg,Blister - 60 unidade(s),4.05,69%
423,Atenolol Sandoz,50 mg,Blister - 60 unidade(s),4.05,69%
424,Atenolol Sandoz,100 mg,Blister - 60 unidade(s),6.53,69%
425,Atorvastatina Alter,10 mg,Blister - 56 unidade(s),3.76,37%
426,Atorvastatina Alter,10 mg,Blister - 14 unidade(s),2.95,37%
427,Atorvastatina Alter,20 mg,Blister - 28 unidade(s),3.55,37%
428,Atorvastatina Alter,40 mg,Blister - 28 unidade(s),4.49,37%
429,Atorvastatina Aristo,20 mg,Blister - 28 unidade(s),5.13,37%
430,Atorvastatina Aristo,40 mg,Blister - 28 unidade(s),6.27,37%
431,Atorvastatina Aristo,10 mg,Blister - 56 unidade(s),5.97,37%
432,Atorvastatina Atorvan,40 mg,Blister - 28 unidade(s),7.29,37%
433,Atorvastatina Atorvan,10 mg,Blister - 56 unidade(s),5.97,37%
434,Atorvastatina Atorvan,20 mg,Blister - 28 unidade(s),5.61,37%
435,Atorvastatina Aurobindo,10 mg,Blister - 56 unidade(s),3.59,37%
436,Atorvastatina Aurobindo,20 mg,Blister - 28 unidade(s),3.39,37%
437,Atorvastatina Aurovitas,20 mg,Blister - 28 unidade(s),6.11,37%
438,Atorvastatina Aurovitas,40 mg,Blister - 28 unidade(s),8.54,37%
439,Atorvastatina Aurovitas,10 mg,Blister - 50 unidade(s),5.91,37%
440,Atorvastatina Aurovitas,10 mg,Blister - 20 unidade(s),3.13,37%
441,Atorvastatina Azevedos,20 mg,Blister - 28 unidade(s),3.57,37%
442,Atorvastatina Azevedos,40 mg,Blister - 28 unidade(s),4.46,37%
443,Atorvastatina Azevedos,10 mg,Blister - 56 unidade(s),3.76,37%
444,Atorvastatina Bluepharma,40 mg,Blister - 28 unidade(s),8.2,37%
445,Atorvastatina Bluepharma,20 mg,Blister - 28 unidade(s),5.85,37%
446,Atorvastatina Bluepharma,10 mg,Blister - 56 unidade(s),6.23,37%
447,Atorvastatina Bluepharma,10 mg,Blister - 14 unidade(s),2.4,37%
448,Atorvastatina Ciclum,10 mg,Blister - 56 unidade(s),3.52,37%
449,Atorvastatina Ciclum,40 mg,Blister - 28 unidade(s),4.46,37%
450,Atorvastatina Cinfa,10 mg,Blister - 56 unidade(s),6.23,37%
451,Atorvastatina Cinfa,40 mg,Blister - 28 unidade(s),7.81,37%
452,Atorvastatina Cinfa,20 mg,Blister - 28 unidade(s),6.11,37%
453,Atorvastatina Farmoz,10 mg,Blister - 56 unidade(s),5.45,37%
454,Atorvastatina Farmoz,10 mg,Blister - 14 unidade(s),3.86,37%
455,Atorvastatina Farmoz,20 mg,Blister - 28 unidade(s),5.12,37%
456,Atorvastatina Farmoz,40 mg,Blister - 28 unidade(s),6.26,37%
457,Atorvastatina Generis Phar,40 mg,Blister - 28 unidade(s),11.63,37%
458,Atorvastatina Generis Phar,20 mg,Blister - 28 unidade(s),8.5,37%
459,Atorvastatina Generis Phar,10 mg,Blister - 56 unidade(s),8.5,37%
460,Atorvastatina Generis Phar,10 mg,Blister - 14 unidade(s),3.86,37%
461,Atorvastatina Krka,40 mg,Blister - 28 unidade(s),11.63,37%
462,Atorvastatina Krka,20 mg,Blister - 28 unidade(s),8.53,37%
463,Atorvastatina Krka,10 mg,Blister - 56 unidade(s),9.32,37%
464,Atorvastatina Krka,10 mg,Blister - 14 unidade(s),2.66,37%
465,Atorvastatina Labesfal,40 mg,Blister - 28 unidade(s),6.27,37%
466,Atorvastatina Labesfal,20 mg,Blister - 28 unidade(s),3.5,37%
467,Atorvastatina Labesfal,80 mg,Blister - 28 unidade(s),19.7,0%
468,Atorvastatina Labesfal,10 mg,Blister - 56 unidade(s),9.58,37%
469,Atorvastatina Labesfal,10 mg,Blister - 14 unidade(s),3.06,37%
470,Atorvastatina Mepha,20 mg,Blister - 28 unidade(s),4.39,37%
471,Atorvastatina Mepha,40 mg,Blister - 28 unidade(s),5.67,37%
472,Atorvastatina Mepha,10 mg,Blister - 56 unidade(s),4.9,37%
473,Atorvastatina Mepha,10 mg,Blister - 14 unidade(s),2.06,37%
474,Atorvastatina Mer,40 mg,Blister - 28 unidade(s),11.63,0%
475,Atorvastatina Mer,20 mg,Blister - 28 unidade(s),8.5,0%
476,Atorvastatina Mer,10 mg,Blister - 56 unidade(s),8.5,0%
477,Atorvastatina Mylan,10 mg,Frasco - 56 unidade(s),5.46,37%
478,Atorvastatina Mylan,20 mg,Frasco - 28 unidade(s),5.13,37%
479,Atorvastatina Mylan,40 mg,Frasco - 28 unidade(s),6.27,37%
480,Atorvastatina Normalip,40 mg,Blister - 56 unidade(s),43.57,0%
481,Atorvastatina Normalip,40 mg,Blister - 28 unidade(s),13.07,0%
482,Atorvastatina Normalip,40 mg,Blister - 14 unidade(s),8.61,0%
483,Atorvastatina Normalip,10 mg,Blister - 56 unidade(s),13.5,0%
484,Atorvastatina Normalip,10 mg,Blister - 28 unidade(s),11.54,0%
485,Atorvastatina Normalip,10 mg,Blister - 14 unidade(s),3.86,0%
486,Atorvastatina Normalip,20 mg,Blister - 56 unidade(s),24.05,0%
487,Atorvastatina Normalip,20 mg,Blister - 28 unidade(s),9.69,0%
488,Atorvastatina Normalip,20 mg,Blister - 14 unidade(s),6.06,0%
489,Atorvastatina Ocram,10 mg,Blister - 56 unidade(s),8.25,37%
490,Atorvastatina Ocram,10 mg,Blister - 14 unidade(s),3.68,37%
491,Atorvastatina Ocram,20 mg,Blister - 28 unidade(s),8.25,37%
492,Atorvastatina Ocram,40 mg,Blister - 28 unidade(s),9.74,37%
493,Atorvastatina Parke-Davis,20 mg,Blister - 56 unidade(s),23.53,37%
494,Atorvastatina Parke-Davis,10 mg,Blister - 14 unidade(s),3.68,37%
495,Atorvastatina Parke-Davis,10 mg,Blister - 56 unidade(s),13.02,37%
496,Atorvastatina Pharmakern,10 mg,Blister - 56 unidade(s),11.65,37%
497,Atorvastatina Pharmakern,40 mg,Blister - 28 unidade(s),9.5,37%
498,Atorvastatina Pharmakern,20 mg,Blister - 56 unidade(s),22,37%
499,Atorvastatina Ratiopharm,10 mg,Blister - 14 unidade(s),2.93,37%
500,Atorvastatina Ratiopharm,10 mg,Blister - 56 unidade(s),9.32,37%
501,Atorvastatina Ratiopharm,20 mg,Blister - 28 unidade(s),8.53,37%
502,Atorvastatina Ratiopharm,40 mg,Blister - 28 unidade(s),11.56,37%
503,Atorvastatina Sandoz,10 mg,Blister - 56 unidade(s),6.68,37%
504,Atorvastatina Sandoz,20 mg,Blister - 28 unidade(s),6.68,37%
505,Atorvastatina Sandoz,40 mg,Blister - 28 unidade(s),9.75,37%
506,Atorvastatina Tavitan,20 mg,Blister - 28 unidade(s),9.69,37%
507,Atorvastatina Tavitan,40 mg,Blister - 28 unidade(s),12.51,37%
508,Atorvastatina Tavitan,10 mg,Blister - 56 unidade(s),10.95,37%
509,Atorvastatina Tecnigen,10 mg,Blister - 56 unidade(s),3.49,37%
510,Atorvastatina Tecnigen,20 mg,Blister - 28 unidade(s),3.38,37%
511,Atorvastatina Tecnigen,40 mg,Blister - 28 unidade(s),4.22,37%
512,Atorvastatina Tetrafarma,10 mg,Blister - 56 unidade(s),7.75,37%
513,Atorvastatina Tetrafarma,40 mg,Blister - 28 unidade(s),8.83,37%
514,Atorvastatina Tetrafarma,20 mg,Blister - 28 unidade(s),6.34,37%
515,Atorvastatina Teva,10 mg,Blister - 56 unidade(s),3.5,37%
516,Atorvastatina Teva,10 mg,Blister - 14 unidade(s),2.56,37%
517,Atorvastatina Teva,20 mg,Blister - 28 unidade(s),3.5,37%
518,Atorvastatina Teva,40 mg,Blister - 28 unidade(s),4.4,37%
519,Atorvastatina Tolife,10 mg,Blister - 56 unidade(s),6.23,37%
520,Atorvastatina Tolife,20 mg,Blister - 28 unidade(s),6.2,37%
521,Atorvastatina Tolife,40 mg,Blister - 28 unidade(s),6.27,37%
522,Atorvastatina Zentiva,40 mg,Blister - 28 unidade(s),4.49,37%
523,Atorvastatina Zentiva,10 mg,Blister - 56 unidade(s),4.19,37%
524,Atorvastatina Zentiva,80 mg,Blister - 28 unidade(s),9.77,37%
525,Atorvastatina Zentiva,20 mg,Blister - 28 unidade(s),3.55,37%
526,Azalia,0.075 mg,Blister - 84 unidade(s),9.44,69%
527,Azalia,0.075 mg,Blister - 28 unidade(s),3.63,69%
528,Azatioprina medac,50 mg,Blister - 50 unidade(s),9.67,100%
529,Azitromicina Almus,500 mg,Blister - 3 unidade(s),4.84,69%
530,Azitromicina Alter 500 mg Comprimidos Revestidos,500 mg,Blister - 3 unidade(s),4.84,69%
531,Azitromicina Atral,500 mg,Blister - 3 unidade(s),4.84,69%
532,Azitromicina Aurovitas,500 mg,Blister - 3 unidade(s),3.37,69%
533,Azitromicina Aurovitas,500 mg,Blister - 2 unidade(s),3.7,69%
534,Azitromicina Azevedos,500 mg,Blister - 3 unidade(s),4.84,69%
535,Azitromicina Azitrix 500 mg Comprimidos Revestidos,500 mg,Blister - 3 unidade(s),4.84,69%
536,Azitromicina Baldacci 500 mg Comprimidos Revestidos,500 mg,Blister - 3 unidade(s),4.73,69%
537,Azitromicina Basi,500 mg,Blister - 3 unidade(s),4.6,69%
538,Azitromicina Bluepharma,500 mg,Blister - 3 unidade(s),4.84,69%
539,Azitromicina Ciclum 500 mg Comprimidos Revestidos,500 mg,Blister - 3 unidade(s),4.73,69%
540,Azitromicina Cinfa 500 mg Comprimidos revestidos por película,500 mg,Blister - 3 unidade(s),4.84,69%
541,Azitromicina Cinfa 500 mg Comprimidos revestidos por película,500 mg,Blister - 2 unidade(s),3.85,69%
542,Azitromicina Farmoz 500 mg Comprimidos Revestidos,500 mg,Blister - 3 unidade(s),4.84,69%
543,Azitromicina Generis 500 mg Comprimidos Revestidos,500 mg,Blister - 3 unidade(s),4.84,69%
544,Azitromicina Germed,500 mg,Blister - 3 unidade(s),4.84,69%
545,Azitromicina GP 500 mg Comprimidos revestidos,500 mg,Blister - 3 unidade(s),4.84,69%
546,Azitromicina GP 500 mg Comprimidos revestidos,500 mg,Blister - 2 unidade(s),3.85,69%
547,Azitromicina Jaba 500 mg Comprimidos Revestidos,500 mg,Blister - 3 unidade(s),4.84,69%
548,Azitromicina Krka,500 mg,Blister - 2 unidade(s),3.85,69%
549,Azitromicina Krka,500 mg,Blister - 3 unidade(s),3.63,69%
550,Azitromicina Labesfal 500 mg Comprimidos Revestidos,500 mg,Blister - 3 unidade(s),4.84,69%
551,Azitromicina Mepha,500 mg,Blister - 3 unidade(s),4.84,69%
552,Azitromicina Mylan,500 mg,Blister - 3 unidade(s),4.84,69%
553,Azitromicina Mylan,40 mg/ml,Frasco - 1 unidade(s) - 30 ml,5.34,69%
554,Azitromicina Mylan,40 mg/ml,Frasco - 1 unidade(s) - 15 ml,3.52,69%
555,Azitromicina Pentafarma,500 mg,Blister - 3 unidade(s),4.84,69%
556,Azitromicina Pharmakern 500 mg comprimidos revestidos,500 mg,Blister - 3 unidade(s),4.84,69%
557,Azitromicina Ratiopharm,500 mg,Blister - 3 unidade(s),4.84,69%
558,Azitromicina Sandoz,500 mg,Blister - 3 unidade(s),4.84,69%
559,Azitromicina Teva,40 mg/ml,Frasco - 1 unidade(s) - 30 ml,5.34,69%
560,Azitromicina Teva,40 mg/ml,Frasco - 1 unidade(s) - 15 ml,3.85,69%
561,Azitromicina Teva 500 mg Comprimidos,500 mg,Blister - 3 unidade(s),4.84,69%
562,Azitromicina Teva 500 mg Comprimidos,500 mg,Blister - 2 unidade(s),3.85,69%
563,Azitromicina ToLife 500 mg Comprimidos Revestidos,500 mg,Blister - 3 unidade(s),4.84,69%
564,Azitromicina Zentiva,500 mg,Blister - 3 unidade(s),4.7,69%
565,Baclofeno Generis,25 mg,Blister - 60 unidade(s),9.38,37%
566,Baxogar,150 mg,Blister - 1 unidade(s),11.27,69%
567,Beta-histina Aristo16 mg Comprimidos,16 mg,Blister - 60 unidade(s),3.84,37%
568,Beta-histina Aristo16 mg Comprimidos,16 mg,Blister - 20 unidade(s),2.5,37%
569,Beta-histina Aurobindo,24 mg,Blister - 60 unidade(s),5.53,37%
570,Beta-histina Aurobindo,16 mg,Blister - 20 unidade(s),2.3,37%
571,Beta-histina Aurovitas,24 mg,Blister - 60 unidade(s),4.97,37%
572,Beta-histina Aurovitas,16 mg,Blister - 20 unidade(s),2.45,37%
573,Beta-histina Aurovitas,16 mg,Blister - 60 unidade(s),4.31,37%
574,Beta-histina Bluepharma 16 mg Comprimidos,16 mg,Blister - 60 unidade(s),4.39,37%
575,Beta-histina Bluepharma 16 mg Comprimidos,16 mg,Blister - 20 unidade(s),2.48,37%
576,Beta-histina Ciclum 16 mg Comprimidos,16 mg,Blister - 60 unidade(s),3.84,37%
577,Beta-histina Ciclum 16 mg Comprimidos,16 mg,Blister - 20 unidade(s),2.45,37%
578,Beta-histina Cinfa,16 mg,Blister - 60 unidade(s) - 16,3.59,37%
579,Beta-histina Cinfa,16 mg,Blister - 20 unidade(s) - 16,2.16,37%
580,Beta-histina Farmoz,24 mg,Blister - 60 unidade(s),4.98,37%
581,Beta-histina Farmoz,16 mg,Blister - 60 unidade(s),3.23,37%
582,Beta-histina Generis 16 mg Comprimidos,16 mg,Blister - 60 unidade(s),4.42,37%
583,Beta-histina Generis 16 mg Comprimidos,16 mg,Blister - 20 unidade(s),2.5,37%
584,Beta-histina Generis 24 mg Comprimidos,24 mg,Blister - 60 unidade(s),5.93,37%
585,Beta-histina GP 16 mg Comprimidos,16 mg,Blister - 60 unidade(s),4.42,37%
586,Beta-histina GP 16 mg Comprimidos,16 mg,Blister - 20 unidade(s),2.3,37%
587,Beta-histina Mylan,16 mg,Blister - 60 unidade(s),4.42,37%
588,Beta-histina Mylan,16 mg,Blister - 20 unidade(s),2.48,37%
589,Beta-histina Pentafarma,24 mg,Blister - 60 unidade(s),5.22,37%
590,Beta-histina Pentafarma,16 mg,Blister - 60 unidade(s),3.38,37%
591,Beta-histina Pharmakern,16 mg,Blister - 60 unidade(s),3.88,37%
592,Beta-histina Sandoz 16 mg Comprimidos,16 mg,Blister - 60 unidade(s),4.39,37%
593,Beta-histina Zentiva,16 mg,Blister - 60 unidade(s),3.74,37%
594,Beta-histina Zentiva,16 mg,Blister - 20 unidade(s),2.23,37%
595,Beta-histina Zentiva,24 mg,Blister - 60 unidade(s),5.53,37%
596,Betametasona Basi,1 mg/g,Bisnaga - 1 unidade(s) - 30 g,2.57,37%
597,Betamox,250 mg/5 ml + 62.5 mg/5 ml,Frasco - 1 unidade(s) - 120 ml,5.75,69%
598,Betamox ES,600 mg/5 ml + 42.9 mg/5 ml,Frasco - 1 unidade(s) - 100 ml,8.09,69%
599,Bglau,2 mg/ml,Frasco conta-gotas - 3 unidade(s) - 5 ml,19.95,90%
